path	result	expected_sha256	actual_sha256
jc-recommendation-core/src/main/java/com/jc/recommendation/canonical/CanonicalJson.java	PASS	d956db09ea9775108f457d01465fd4950a3afb8ffee54a32d0cc9f5a4f4b96ea	d956db09ea9775108f457d01465fd4950a3afb8ffee54a32d0cc9f5a4f4b96ea
jc-recommendation-core/src/main/java/com/jc/recommendation/canonical/JsonWire.java	PASS	a831a2306fecc5ec05de7ab5fc9b49f912da68f1d053033adab90aa728d0dc26	a831a2306fecc5ec05de7ab5fc9b49f912da68f1d053033adab90aa728d0dc26
jc-recommendation-core/src/main/java/com/jc/recommendation/canonical/StrictJsonParser.java	PASS	27b7c8cbce7518ff75e792c9d08ce032db70aaefd01a8618cac562cfabf1e3ba	27b7c8cbce7518ff75e792c9d08ce032db70aaefd01a8618cac562cfabf1e3ba
jc-recommendation-core/src/main/java/com/jc/recommendation/context/ContextContracts.java	PASS	b3e8d4cfaa867416fbbe8e3157cb68687a28bc56d755198ac65458bbf2fa09e5	b3e8d4cfaa867416fbbe8e3157cb68687a28bc56d755198ac65458bbf2fa09e5
jc-recommendation-core/src/main/java/com/jc/recommendation/context/ContextEligibilityEvaluator.java	PASS	8c2eb31fd4f0727926264b4438312c879180abd688f864875a5effcfde0fb94f	8c2eb31fd4f0727926264b4438312c879180abd688f864875a5effcfde0fb94f
jc-recommendation-core/src/main/java/com/jc/recommendation/context/ContextMatchCalculator.java	PASS	88acfbda162d132e8cc8df4eba077181987ab34454c28ae87c80ce19bfb0da75	88acfbda162d132e8cc8df4eba077181987ab34454c28ae87c80ce19bfb0da75
jc-recommendation-core/src/main/java/com/jc/recommendation/decay/RepeatDecay.java	PASS	593f97f117ac63ec788c00ad457dc61f753c5e99950d06703ba3ed881b4d8c9e	593f97f117ac63ec788c00ad457dc61f753c5e99950d06703ba3ed881b4d8c9e
jc-recommendation-core/src/main/java/com/jc/recommendation/decay/TimeDecay.java	PASS	27c280500c199ef4dcc38939b4817389a9d709978b1439e4b427157bd6520899	27c280500c199ef4dcc38939b4817389a9d709978b1439e4b427157bd6520899
jc-recommendation-core/src/main/java/com/jc/recommendation/diversity/DiversityContracts.java	PASS	2ba144584a158cb906a0eaf85fb51df78bc4cb1238fca50c28d992572a64363d	2ba144584a158cb906a0eaf85fb51df78bc4cb1238fca50c28d992572a64363d
jc-recommendation-core/src/main/java/com/jc/recommendation/diversity/DiversityReranker.java	PASS	b404b060cfe87c2505abeb4e85890d82a62a3d550b4fb1507ca82307b1be0c51	b404b060cfe87c2505abeb4e85890d82a62a3d550b4fb1507ca82307b1be0c51
jc-recommendation-core/src/main/java/com/jc/recommendation/evaluation/RecommendationBehaviorEventResolver.java	PASS	584a5dff9fc7f83fd279ae9e141ad44e462499ec5d5153189f3abd249816c206	584a5dff9fc7f83fd279ae9e141ad44e462499ec5d5153189f3abd249816c206
jc-recommendation-core/src/main/java/com/jc/recommendation/evaluation/RecommendationOutcomeAttributor.java	PASS	7f79055d6444f5e0f78f26586be38960ab35e197f22930f2daf3dcb2e4a9a8c8	7f79055d6444f5e0f78f26586be38960ab35e197f22930f2daf3dcb2e4a9a8c8
jc-recommendation-core/src/main/java/com/jc/recommendation/exploration/ExplorationCandidateInserter.java	PASS	19964b1561e5e67842e160a812143a93bf693369ab2586458800f23ea9066cac	19964b1561e5e67842e160a812143a93bf693369ab2586458800f23ea9066cac
jc-recommendation-core/src/main/java/com/jc/recommendation/exploration/ExplorationContracts.java	PASS	b3c353a2de6fb2e605894910ffadf76c257c160fbfcefb158263c0a7aa3004c1	b3c353a2de6fb2e605894910ffadf76c257c160fbfcefb158263c0a7aa3004c1
jc-recommendation-core/src/main/java/com/jc/recommendation/exploration/ExplorationSeed.java	PASS	8f21c43aa4d4d33ffc9b6e794312195a73f110e4ef38fc9e474d47f261754089	8f21c43aa4d4d33ffc9b6e794312195a73f110e4ef38fc9e474d47f261754089
jc-recommendation-core/src/main/java/com/jc/recommendation/exposure/RecommendationExposureEventBuilder.java	PASS	7aa542241beecc4fd88e536350e707039d6eed3c14f28d76c318b3519a92ee6b	7aa542241beecc4fd88e536350e707039d6eed3c14f28d76c318b3519a92ee6b
jc-recommendation-core/src/main/java/com/jc/recommendation/exposure/RecommendationExposureEventResolver.java	PASS	bbcb874d4af0a529073661ce44e4efeaaff2cd58d817f0c76891bf83f095f0ef	bbcb874d4af0a529073661ce44e4efeaaff2cd58d817f0c76891bf83f095f0ef
jc-recommendation-core/src/main/java/com/jc/recommendation/exposure/RecommendationTraceCanonical.java	PASS	a284e5e68a0daf61fc14c5c79e59aedf1d99323779f9bc70bffd8e7698ccd1ec	a284e5e68a0daf61fc14c5c79e59aedf1d99323779f9bc70bffd8e7698ccd1ec
jc-recommendation-core/src/main/java/com/jc/recommendation/exposure/RecommendationTraceContracts.java	PASS	1dfa1c95bd22f71dbab7eefc603e326285ce95072d6b361eaedac7be08f4b006	1dfa1c95bd22f71dbab7eefc603e326285ce95072d6b361eaedac7be08f4b006
jc-recommendation-core/src/main/java/com/jc/recommendation/freshness/FreshnessCalculator.java	PASS	cbc436a6f60fcbfd7ed33d29225a416b8f0201d98ba5f8e56996fb45a498c45e	cbc436a6f60fcbfd7ed33d29225a416b8f0201d98ba5f8e56996fb45a498c45e
jc-recommendation-core/src/main/java/com/jc/recommendation/integration/DiversityEnabledRanker.java	PASS	c4018b021bac60bdea3ecebb4257e7457d3bd78d9f0207b4ab07e10180576184	c4018b021bac60bdea3ecebb4257e7457d3bd78d9f0207b4ab07e10180576184
jc-recommendation-core/src/main/java/com/jc/recommendation/integration/ExplorationEnabledRanker.java	PASS	f50f9a0d13c2831306b05ecb3cc5de2e58914dc9fa1cf16ce6ac41aba2723186	f50f9a0d13c2831306b05ecb3cc5de2e58914dc9fa1cf16ce6ac41aba2723186
jc-recommendation-core/src/main/java/com/jc/recommendation/integration/IntegrationCursorSupport.java	PASS	4e6c731ea90c7c3882e0e84fcdb3ffc4aa6793cc9ec784f22544ed2d9c88e834	4e6c731ea90c7c3882e0e84fcdb3ffc4aa6793cc9ec784f22544ed2d9c88e834
jc-recommendation-core/src/main/java/com/jc/recommendation/integration/RankingCursorV2Codec.java	PASS	1f7bfb22a080c481bbceaceaf34bdfba2e8c241774422069ab12e261fb50358f	1f7bfb22a080c481bbceaceaf34bdfba2e8c241774422069ab12e261fb50358f
jc-recommendation-core/src/main/java/com/jc/recommendation/integration/RankingCursorV3Codec.java	PASS	471ceaa3356294758274528e335d70c4bc3ef31a277e40a6df1b628fb1cd6dc0	471ceaa3356294758274528e335d70c4bc3ef31a277e40a6df1b628fb1cd6dc0
jc-recommendation-core/src/main/java/com/jc/recommendation/integration/RankingIntegrationContracts.java	PASS	62a4d7549b74633da7756ae06b0fd39a60846a172db230746487e7d1e65f6e99	62a4d7549b74633da7756ae06b0fd39a60846a172db230746487e7d1e65f6e99
jc-recommendation-core/src/main/java/com/jc/recommendation/integration/RankingIntegrationMapper.java	PASS	67f3ed25456e8101c50e38c5669ce292f49d3c9706dc74c9222a333cc44e252d	67f3ed25456e8101c50e38c5669ce292f49d3c9706dc74c9222a333cc44e252d
jc-recommendation-core/src/main/java/com/jc/recommendation/interest/ExplicitInterestSignalBuilder.java	PASS	1241c7a588a061f2c645233a8a0c1e85ea92c803817aee5a79b61d016c4a179c	1241c7a588a061f2c645233a8a0c1e85ea92c803817aee5a79b61d016c4a179c
jc-recommendation-core/src/main/java/com/jc/recommendation/interest/InterestMatchCalculator.java	PASS	e25cc629fe631757d5cd0a658efbba7080202117e54e030364cb7215cafd810a	e25cc629fe631757d5cd0a658efbba7080202117e54e030364cb7215cafd810a
jc-recommendation-core/src/main/java/com/jc/recommendation/limit/CandidateLimiter.java	PASS	13686f46d1592bdd0eccbf7eda8374df71a1b9e46e5a2b05e7c2d813852a08d6	13686f46d1592bdd0eccbf7eda8374df71a1b9e46e5a2b05e7c2d813852a08d6
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/CalculateContextMatchInput.java	PASS	fcd759e4b8b6618b56f7c7d59a283ff721a6dbf4760fa4fe90b74e5299e2d2a3	fcd759e4b8b6618b56f7c7d59a283ff721a6dbf4760fa4fe90b74e5299e2d2a3
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextClause.java	PASS	3b7cc91094cc3012769d9e060c7f37903973c2a5aa1993e170e9dca107ecaff9	3b7cc91094cc3012769d9e060c7f37903973c2a5aa1993e170e9dca107ecaff9
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextClauseEnforcement.java	PASS	5b73cc2201dfa9d8fb4246429bfb4e50f2e9146a9316f2d9c2fd5f1f0944649b	5b73cc2201dfa9d8fb4246429bfb4e50f2e9146a9316f2d9c2fd5f1f0944649b
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextClauseSource.java	PASS	3f4aece7a7e4b458cdd2837e661ace944b164ad7d99123e5d8b303a4f114271a	3f4aece7a7e4b458cdd2837e661ace944b164ad7d99123e5d8b303a4f114271a
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextEligibilityNotApplicableReason.java	PASS	48f07618e957f1c2c28b42b3e6a81e079da5e1a16b6db47270f0952b598d3b42	48f07618e957f1c2c28b42b3e6a81e079da5e1a16b6db47270f0952b598d3b42
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextEligibilityResult.java	PASS	c2e19fb2d3fdef88977981ee626c8390d1830294388502ec2a55ef3d7b538d97	c2e19fb2d3fdef88977981ee626c8390d1830294388502ec2a55ef3d7b538d97
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextEligibilityStatus.java	PASS	cef56d26a4edbf3307f94f73824a755c6847fe597c9a411f3a53c23ebf95a10e	cef56d26a4edbf3307f94f73824a755c6847fe597c9a411f3a53c23ebf95a10e
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextHardExclusionReason.java	PASS	9583ef60dc9823ffa12d1acb6c31081289ff57d21a761c07cd3bf9ae161dec5d	9583ef60dc9823ffa12d1acb6c31081289ff57d21a761c07cd3bf9ae161dec5d
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextMatchMode.java	PASS	fb689b354e87a834a34e48aef795f2eb8eb31e5b7ff67fc5a72f9c5ba2c6f63a	fb689b354e87a834a34e48aef795f2eb8eb31e5b7ff67fc5a72f9c5ba2c6f63a
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextMatchNotApplicableReason.java	PASS	1cc636555eb029b7c54c2c0f561ec15ad9bb956bb49b318dd2cae6b592ebf733	1cc636555eb029b7c54c2c0f561ec15ad9bb956bb49b318dd2cae6b592ebf733
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextMatchResult.java	PASS	f3d2df135e0252e80cc6c50cdcc884643678727afd3a9d7b03458355cadc5622	f3d2df135e0252e80cc6c50cdcc884643678727afd3a9d7b03458355cadc5622
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextMatchStatus.java	PASS	0f3e83fee0554dd5aec6418c12929c57a23b4f2329d22c9fb726281bda0b5f69	0f3e83fee0554dd5aec6418c12929c57a23b4f2329d22c9fb726281bda0b5f69
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextSchemaVersion.java	PASS	7dee628c860daf20c891af03ab29afaa1b62692d517b233d8de61ffa226be904	7dee628c860daf20c891af03ab29afaa1b62692d517b233d8de61ffa226be904
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextScope.java	PASS	e7853ffac7fb1f5b2d41b000029fa536b5a904a7820b3e93b063f696718c4192	e7853ffac7fb1f5b2d41b000029fa536b5a904a7820b3e93b063f696718c4192
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/ContextSurface.java	PASS	e3ffe007a0dae13dcd0355b38e46ad14fec7f1dbc5b0bdb3ebef35a563a71531	e3ffe007a0dae13dcd0355b38e46ad14fec7f1dbc5b0bdb3ebef35a563a71531
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/EvaluateContextEligibilityInput.java	PASS	15c9d68bfc72a39105e0de4190b3b79de7c2ee7d884e65622c6e8e258428d6f4	15c9d68bfc72a39105e0de4190b3b79de7c2ee7d884e65622c6e8e258428d6f4
jc-recommendation-core/src/main/java/com/jc/recommendation/model/context/HardContextClauseBreakdown.java	PASS	0d6c18008a2772201349e41019cce1b0a9c357720a250035ce1b6be23a3a80bd	0d6c18008a2772201349e41019cce1b0a9c357720a250035ce1b6be23a3a80bd
